序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置,TWD97_lon,TWD97_lat,is_indoor,mean_elevation,max_slope,std_elevation,river_distance_m,river_distance_category,risk_level,terrain_risk,geometry,shelter_idx,max_rain_1hr,hit_station_count,at_rain_risk,dynamic_risk_level
1422,花蓮縣卓溪鄉,古風村,崙天18號,121.2645,23.2192,古風國小,古風村崙天,100,"水災,土石流",黃印龍,03-8846058,是,否,是,277070.58563948737,2568580.7551621683,True,211.2411860756592,43.36570739746094,14.611808171023034,344.39091303009496,小於500公尺,極高風險,high,POINT (277070.58563948737 2568580.7551621683),10,0.0,0,False,WARNING
1426,花蓮縣卓溪鄉,古風村,1鄰20號,121.2649,23.2202,崙天社區活動中心,古風村崙天社區,50,"水災,土石流",林章成,03-8881852,是,否,是,277111.3224926542,2568691.566565574,True,211.36301327527053,46.451934814453125,18.545785133950982,461.3848724288404,小於500公尺,極高風險,high,POINT (277111.3224926542 2568691.566565574),11,0.0,0,False,WARNING
1434,花蓮縣富里鄉,竹田村,1鄰東竹10號,121.2899,23.2261,新興竹田聯合社區活動中心,新興村,80,"水災,土石流",陳韋睿,03-8821423,是,否,是,279668.67093347164,2569349.7992865634,True,238.52522567369684,26.0961971282959,26.826757524535072,585.7845153095101,500-1000公尺之間,低風險,low,POINT (279668.67093347164 2569349.7992865634),12,0.0,0,False,WARNING
1474,花蓮縣富里鄉,萬寧村,7鄰鎮寧100號,121.2982,23.251,萬寧社區活動中心,萬寧村,50,"水災,土石流",彭家玲,03-8861120,是,否,是,280512.44457449514,2572108.877798535,True,185.01412708389245,20.5401668548584,6.923329462643441,587.0400516281233,500-1000公尺之間,低風險,low,POINT (280512.44457449514 2572108.877798535),13,0.0,0,False,WARNING
1487,花蓮縣富里鄉,東里村,1鄰福安路6-1號,121.3052,23.2673,東里社區活動中心,東里村,50,"水災,土石流",廖維正,03-8861165,是,否,是,281224.90691317216,2573915.3905474506,True,163.92257891858148,20.561498641967773,5.132992919596025,660.1283386824495,500-1000公尺之間,低風險,low,POINT (281224.90691317216 2573915.3905474506),14,0.0,0,False,WARNING
1495,花蓮縣玉里鎮,長良里,長良143-1號,121.2878,23.2768,長良社區活動中心,長良里,20,"水災,土石流",吳光玉,03-8801450,是,否,否,279442.6203889155,2574963.7597931074,True,168.9406016503956,41.99833297729492,8.33335985328903,329.78532147430934,小於500公尺,極高風險,high,POINT (279442.6203889155 2574963.7597931074),15,0.0,0,False,WARNING
1500,花蓮縣卓溪鄉,卓清村,1鄰13號,121.2725,23.2775,清水社區活動中心,卓清村清水,50,"水災,土石流",劉筠捷,03-8885593,是,否,是,277877.2401246508,2575038.2517809747,True,253.13394585648868,53.45540237426758,68.69474064432717,195.42757098067017,小於500公尺,極高風險,high,POINT (277877.2401246508 2575038.2517809747),16,0.0,0,False,WARNING
1501,花蓮縣富里鄉,吳江村,6鄰吳江65-3號,121.3227,23.2787,吳江社區活動中心,吳江村,70,"水災,土石流",彭家玲,03-8861180,是,否,是,283012.5293120928,2575181.678996982,True,168.5402246747698,44.65826416015625,28.647064611991738,103.77441594180053,小於500公尺,極高風險,high,POINT (283012.5293120928 2575181.678996982),17,0.0,0,False,WARNING
1528,花蓮縣卓溪鄉,卓清村,12鄰18號,121.2703,23.2956,卓樂社區活動中心,卓清村卓樂社區,50,"水災,土石流",劉筠捷,03-8885593,是,否,是,277648.4368213559,2577042.184860856,True,231.1481612130497,57.18361282348633,60.50859907225679,406.4296983606418,小於500公尺,極高風險,high,POINT (277648.4368213559 2577042.184860856),18,0.0,0,False,WARNING
1555,花蓮縣玉里鎮,樂合里,樂合65-5號,121.345,23.3183,樂合社區活動中心,樂合里,35,"水災,土石流",陳阿洲,03-8887126,是,否,否,285283.41587970103,2579572.17767045,True,188.47014778764228,62.64292526245117,52.27014564782927,205.64166617614225,小於500公尺,極高風險,high,POINT (285283.41587970103 2579572.17767045),19,0.0,0,False,WARNING
1559,花蓮縣玉里鎮,源城里,水源57-1號,121.3004,23.3219,源城社區活動中心,源城里,35,"水災,土石流",徐永成,03-8889333,是,否,否,280721.2810330754,2579960.666967772,True,175.61787498149883,42.56365585327149,22.879446676154465,27.7636125934004,小於500公尺,極高風險,high,POINT (280721.2810330754 2579960.666967772),20,0.0,0,False,WARNING
1564,花蓮縣玉里鎮,中城里,信義路5號,121.3139,23.3275,玉里慈惠堂,中城里,40,"水災,土石流",何正雄,03-8882921,是,否,否,282100.5619875082,2580583.733534773,True,134.1840439192924,7.027657985687256,3.707416434852125,516.1719241205674,500-1000公尺之間,低風險,low,POINT (282100.5619875082 2580583.733534773),21,0.0,0,False,WARNING
1576,花蓮縣玉里鎮,泰昌里,中正路144號,121.3153,23.3352,中正堂,國武里、泰昌里、啟模里、永昌,100,"水災,土石流",邱國峰,03-8883166206,是,否,否,282241.87368398387,2581436.733203676,True,131.78364103123704,8.887100219726562,3.590794777569742,1176.0973723790785,1000公尺以上,低風險,low,POINT (282241.87368398387 2581436.7332036756),22,0.0,0,False,WARNING
1589,花蓮縣玉里鎮,東豐里,東豐石岡32之1號,121.3399,23.3389,東豐社區活動中心,東豐里,25,"水災,土石流",黎煥發,03-8883720,是,否,否,284756.47147926094,2581852.164964978,True,138.44852984566174,31.459415435791016,27.0391905969148,487.2579514639904,小於500公尺,極高風險,high,POINT (284756.47147926094 2581852.164964978),23,0.0,0,False,WARNING
1601,花蓮縣卓溪鄉,卓溪村,7鄰73號,121.3038,23.3457,卓溪多功能活動中心,卓溪村,50,"水災,土石流",施慧玉,03-8980525,是,否,否,281063.4589364424,2582596.973889334,True,190.65612060796124,46.31100082397461,35.439304320465894,213.01851672209875,小於500公尺,極高風險,high,POINT (281063.45893644233 2582596.973889334),24,0.0,0,False,WARNING
1645,花蓮縣玉里鎮,大禹里,大禹226號,121.3289,23.3805,大禹社區活動中心,大禹里,40,"水災,土石流",張添富,03-8886293,是,否,否,283621.172458223,2586456.3170071105,True,103.74068338490456,34.2635612487793,3.4345776567264905,1016.610026500939,1000公尺以上,高風險,high,POINT (283621.172458223 2586456.3170071105),25,0.0,0,False,WARNING
1662,花蓮縣玉里鎮,觀音里,觀音9-1號,121.3573,23.3951,觀音社區活動中心,觀音里,0,"水災,土石流",李貴福,8851223,是,否,是,286520.330666637,2588080.0181540754,True,109.42267363089827,52.9278564453125,24.46503530684205,295.2009552880973,小於500公尺,極高風險,high,POINT (286520.330666637 2588080.0181540754),26,0.0,0,False,WARNING
1672,花蓮縣卓溪鄉,太平村,1鄰2號,121.3205,23.406,太平國小,太平村,100,"水災,土石流",林進明,03-8888713,是,否,是,282756.2205599075,2589278.247259933,True,170.18213559849667,49.49265670776367,58.80471492470148,416.47897137211584,小於500公尺,極高風險,high,POINT (282756.2205599075 2589278.2472599335),27,0.0,0,False,WARNING
1673,花蓮縣卓溪鄉,太平村,6鄰79-1號,121.3166,23.4071,太平社區活動中心,太平村,50,"水災,土石流",潘佳屏,03-8841364,是,否,是,282357.3567144898,2589399.1807223,True,129.67033176704473,50.25275802612305,19.68646008086045,147.85576831852535,小於500公尺,極高風險,high,POINT (282357.3567144898 2589399.1807223),28,0.0,0,False,WARNING
1706,花蓮縣玉里鎮,松浦里,松浦214-3號,121.3737,23.4293,松浦社區活動中心,松浦里,0,"水災,土石流",林誠觀,03-8851650,是,否,否,288186.80739425856,2591871.584462742,True,96.41305025349914,44.3604736328125,18.238266058604545,145.44961019511345,小於500公尺,極高風險,high,POINT (288186.80739425856 2591871.584462742),29,0.0,0,False,WARNING
1711,花蓮縣玉里鎮,三民里,三民131-2號,121.3498,23.4321,三民社區活動中心,三民里,25,"水災,土石流",彭新發,03-8841164,是,否,否,285743.79407397145,2592175.5263855937,True,97.0742092015792,44.00849151611328,14.092576219346215,147.06045760727835,小於500公尺,極高風險,high,POINT (285743.79407397145 2592175.5263855937),30,0.0,0,False,WARNING
1718,花蓮縣卓溪鄉,古風村,12鄰4號,121.332,23.4363,古楓社區活動中心,古風村卓楓、白端社區,50,"水災,土石流",林章成,03-8881852,是,否,是,283923.84125764057,2592636.332196892,True,208.2503106220191,47.45365905761719,46.62290580884192,268.9376906824993,小於500公尺,極高風險,high,POINT (283923.84125764057 2592636.3321968913),31,0.0,0,False,WARNING
1719,花蓮縣卓溪鄉,立山村,6鄰58號,121.332,23.4363,立山社區活動中心,立山村,50,"水災,土石流",高雅芯,03-8841572,是,否,是,283923.84125764057,2592636.332196892,True,208.2503106220191,47.45365905761719,46.62290580884192,268.9376906824993,小於500公尺,極高風險,high,POINT (283923.84125764057 2592636.3321968913),32,0.0,0,False,WARNING
1726,花蓮縣卓溪鄉,崙山村,1鄰12號,121.3443,23.4391,崙山國小,崙山村、立山村,100,"水災,土石流",莊凱杰,03-8841350,是,否,是,285179.92736320186,2592949.3557446566,True,162.84708940745008,45.81162643432617,31.124012502508915,1082.7218101410544,1000公尺以上,高風險,high,POINT (285179.92736320186 2592949.3557446566),33,0.0,0,False,WARNING
1727,花蓮縣卓溪鄉,崙山村,1鄰11-1號,121.3438,23.4393,崙山社區活動中心,崙山村,50,土石流,施鎮村,03-8841362,是,否,是,285128.7850155104,2592971.381811067,True,168.50003550051431,45.81162643432617,30.455835156138832,1128.8098887391711,1000公尺以上,高風險,high,POINT (285128.7850155104 2592971.381811067),34,0.0,0,False,WARNING
1757,花蓮縣玉里鎮,春日里,75-1號,121.3967,23.455,春日社區活動中心,春日里,35,"水災,土石流",陳青廉,03-8875453,是,否,否,290529.26498876244,2594723.910683724,True,93.23346433055644,15.351052284240724,4.723424658753097,239.56721982495543,小於500公尺,高風險,high,POINT (290529.26498876244 2594723.910683724),35,0.0,0,False,WARNING
1771,花蓮縣瑞穗鄉,舞鶴村,14鄰中正南路二段278號,121.3536,23.4602,舞鶴社區活動中心,舞鶴村,100,"水災,土石流",楊明林,03-8871755,是,否,是,286124.45349233074,2595288.286988056,True,229.88353063622296,49.79938507080078,6.972891229106177,1262.9288866789705,1000公尺以上,高風險,high,POINT (286124.45349233074 2595288.2869880553),36,0.0,0,False,WARNING
1778,花蓮縣豐濱鄉,靜浦村,64號,121.4954,23.4615,靜浦國小大禮堂,靜浦村,0,"水災,震災",李楊元,03-8781021,是,否,是,300610.73035367875,2595474.982674871,True,18.59616715898101,54.6103401184082,16.17456837759927,201.16047896761492,小於500公尺,極高風險,high,POINT (300610.73035367875 2595474.982674871),37,0.0,0,False,WARNING
1796,花蓮縣玉里鎮,德武里,5鄰能雅79號,121.4074,23.4669,德武里原住民多功能活動中心,德武里,50,"水災,土石流",余榮富,03-8873161,是,否,否,291618.7234219533,2596044.786101968,True,147.05061723358776,43.67141342163086,30.71012936431697,333.38987885202897,小於500公尺,極高風險,high,POINT (291618.7234219533 2596044.7861019676),38,0.0,0,False,WARNING
1829,花蓮縣豐濱鄉,港口村,7鄰118號,121.5043,23.4745,港口活動中心,港口村,0,"水災,震災,土石流",蕭清秀,03-8791450,是,否,是,301514.935988238,2596917.793065065,True,35.58046254299331,89.9505615234375,25.98027895714102,791.1281037279284,500-1000公尺之間,高風險,high,POINT (301514.935988238 2596917.793065065),39,0.0,0,False,WARNING
1868,花蓮縣瑞穗鄉,瑞美村,仁愛路109號,121.3904,23.4909,瑞穗青蓮寺,全鄉,100,"水災,土石流",張雲艽,03-8875438,是,否,是,289874.8219615798,2598697.7658983525,True,82.034118325703,19.34541130065918,3.1329949562460446,157.09433244501236,小於500公尺,高風險,high,POINT (289874.8219615798 2598697.7658983525),40,0.0,0,False,WARNING
1870,花蓮縣瑞穗鄉,鶴岡村,167 號,121.39,23.4913,花蓮縣鶴岡國民小學,鶴岡村,100,"水災,震災",蔡伍原,03-8872740,否,否,否,289833.84598867106,2598741.951636256,True,82.40750008797158,10.432132720947266,3.1620223949497994,137.84523543062596,小於500公尺,高風險,high,POINT (289833.84598867106 2598741.9516362557),41,0.0,0,False,WARNING
1874,花蓮縣瑞穗鄉,瑞良村,4鄰信義路3號,121.394,23.4924,瑞良社區活動中心,瑞良村,30,"水災,土石流",黃義雄,03-8872559,是,否,是,290242.0687373084,2598864.8816854246,True,77.27213046650395,28.97977066040039,5.138982123083691,305.185057482634,小於500公尺,高風險,high,POINT (290242.0687373084 2598864.8816854246),42,0.0,0,False,WARNING
1878,花蓮縣瑞穗鄉,瑞美村,中山路二段389號,121.3916,23.4931,花蓮縣瑞穗鄉瑞美國民小學,瑞美村、瑞良村,50,"水災,土石流",簡三其,03-8872014,是,否,是,289996.7255470237,2598941.7309237,True,79.21338776958233,10.6683988571167,4.625392943991501,91.51223703707896,小於500公尺,高風險,high,POINT (289996.7255470237 2598941.7309236997),43,0.0,0,False,WARNING
1880,花蓮縣瑞穗鄉,瑞美村,13鄰中山路二段387號,121.3912,23.4937,瑞美社區活動中心,瑞美村,30,"水災,土石流",蘇院林,03-8871611,是,否,是,289955.6895822353,2599008.0646618977,True,78.97472960413718,10.075521469116213,4.748627476584637,136.9333509050564,小於500公尺,高風險,high,POINT (289955.68958223535 2599008.0646618977),44,0.0,0,False,WARNING
1883,花蓮縣瑞穗鄉,奇美村,2鄰40號,121.4467,23.4942,奇美社區活動中心,奇美村,20,"水災,土石流",蔣國雄,03-8991001,是,否,是,295624.1517318791,2599079.9597866456,True,63.71888265512428,66.62850189208984,32.61402305673542,188.39339518652915,小於500公尺,極高風險,high,POINT (295624.1517318791 2599079.9597866456),45,0.0,0,False,WARNING
1891,花蓮縣萬榮鄉,紅葉村,1鄰9號,121.3446,23.4954,紅葉社區活動中心,紅葉村,50,"水災,土石流,海嘯",胡春花,03-8871426,是,否,是,285195.6482051058,2599184.141320586,True,206.0061295823988,45.973140716552734,47.56329031704627,535.4892023056605,500-1000公尺之間,高風險,high,POINT (285195.6482051058 2599184.141320586),46,0.0,0,False,WARNING
1894,花蓮縣瑞穗鄉,瑞穗村,成功北路18號,121.3759,23.4982,花蓮縣立瑞穗國民中學,全鄉,200,"水災,土石流",賴慶翰,03-8873111,是,否,是,288391.68619732547,2599502.231343888,True,100.47675701449182,8.308130264282227,5.053010071070563,1144.1367945509512,1000公尺以上,低風險,low,POINT (288391.68619732547 2599502.2313438873),47,0.0,0,False,WARNING
1901,花蓮縣瑞穗鄉,瑞祥村,4鄰祥北路二段127號,121.3588,23.4998,瑞祥社區活動中心,瑞祥村,30,"水災,土石流",黃崧庭,03-8876570,是,否,是,286644.75834634044,2599674.952930818,True,147.1249031237992,44.24522018432617,27.791034478135032,106.02688068842784,小於500公尺,極高風險,high,POINT (286644.75834634044 2599674.952930818),48,0.0,0,False,WARNING
1902,花蓮縣瑞穗鄉,瑞穗村,14鄰民生街41號,121.3787,23.4998,瑞穗社區活動中心,瑞穗村,30,"水災,土石流",吳萬德,03-8872964,是,否,是,288677.1936651807,2599680.1688207136,True,94.07487247233487,8.308130264282227,4.984613575091226,830.3972689783313,500-1000公尺之間,低風險,low,POINT (288677.1936651807 2599680.1688207136),49,0.0,0,False,WARNING
1913,花蓮縣壽豐鄉,豐裡村,中山路257號,121.3021,23.5034,豐裡活動中心,豐裡村,42,"水災,震災,土石流,海嘯",曾振倫,03-8652802,是,否,是,280853.0275080072,2600060.3030322096,True,843.46134972926,52.543453216552734,96.0273854099223,1611.5913733428597,1000公尺以上,高風險,high,POINT (280853.02750800713 2600060.3030322096),50,0.0,0,False,WARNING
1923,花蓮縣瑞穗鄉,鶴岡村,14鄰85之6號,121.3911,23.5097,鶴岡社區活動中心,鶴岡村,30,"水災,土石流",余新德,03-8873392,是,否,是,289940.652678508,2600779.905290548,True,91.0210123405182,33.57218933105469,10.526579264605497,471.7644829926029,小於500公尺,極高風險,high,POINT (289940.65267850796 2600779.9052905478),51,0.0,0,False,WARNING
1957,花蓮縣瑞穗鄉,瑞北村,4鄰祥北路一段54之1號,121.3765,23.5267,瑞北社區活動中心,瑞北村,30,"水災,土石流",李孔忠,03-8871754,是,否,是,288444.6923102805,2602658.533045999,True,99.4256450258184,15.09557056427002,4.298972667294958,353.9328096172418,小於500公尺,高風險,high,POINT (288444.6923102805 2602658.533045999),52,0.0,0,False,WARNING
2047,花蓮縣豐濱鄉,豐濱村,16鄰豐里49之1號,121.4859,23.5681,八里灣基督長老教會,豐濱村八里灣部落,0,"水災,震災",吳德助,03-8791653,是,否,是,299600.2361294331,2607276.869381559,True,108.42755735242687,54.41399765014648,34.36408600531998,131.81353461517392,小於500公尺,極高風險,high,POINT (299600.2361294331 2607276.869381559),53,0.0,0,False,WARNING
2060,花蓮縣瑞穗鄉,富民村,2鄰中正路一段208之1號,121.3745,23.5743,富民社區活動中心,富民村,30,"水災,土石流",劉賢明,03-8811149,是,否,是,288226.70197363914,2607929.333227852,True,164.60971021991782,15.380847930908203,5.117282446579567,725.6776769942538,500-1000公尺之間,低風險,low,POINT (288226.70197363914 2607929.333227852),54,0.0,0,False,WARNING
2069,花蓮縣萬榮鄉,馬遠村,1鄰5號,121.362553,23.576867,馬遠社區活動中心,馬遠村,120,"水災,土石流,海嘯",溫秀瑛,03-8811184,是,否,是,287006.4934511435,2608210.4723571897,True,190.1108704778668,39.04113006591797,25.47976778588394,127.9674042984993,小於500公尺,極高風險,high,POINT (287006.4934511435 2608210.4723571897),55,0.0,0,False,WARNING
2070,花蓮縣萬榮鄉,馬遠村,2鄰馬遠39號,121.361934,23.576872,馬遠國民小學,馬遠村,200,"水災,土石流,海嘯",溫秀瑛,03-8811184,是,否,是,286943.3089360346,2608210.866290246,True,197.8869235390111,39.04113006591797,34.851494730273,190.89843403735497,小於500公尺,極高風險,high,POINT (286943.3089360346 2608210.866290246),56,0.0,0,False,WARNING
2076,花蓮縣瑞穗鄉,富源村,10鄰學士路31號,121.3759,23.5776,富源社區活動中心,富源村,30,"水災,土石流",周玉梅,03-8811434,是,否,是,288368.6479611088,2608295.15838737,True,168.8645663981535,5.973229885101318,5.109995009214949,1114.4236786399324,1000公尺以上,低風險,low,POINT (288368.64796110877 2608295.15838737),57,0.0,0,False,WARNING
2077,花蓮縣瑞穗鄉,富源村,9鄰中正路157號,121.3764,23.5778,富源消防分隊,富源村、富民村、富興村,75,"水災,土石流",方小明,03-8811885,是,否,是,288419.6259741326,2608317.440952981,True,168.3039387683479,5.973229885101318,5.1778935047888845,1158.3292225408338,1000公尺以上,低風險,low,POINT (288419.6259741326 2608317.440952981),58,0.0,0,False,WARNING
2085,花蓮縣瑞穗鄉,富興村,13鄰東興路134號,121.3877,23.5817,富興社區活動中心,富興村,30,"水災,土石流",莊明州,03-8811414,是,否,是,289571.87411360134,2608752.414481564,True,173.2320801976496,6.912699222564697,6.418180808060369,1466.7085725810389,1000公尺以上,低風險,low,POINT (289571.87411360134 2608752.414481564),59,0.0,0,False,WARNING
2117,花蓮縣光復鄉,大全村,建國路一段1號,121.4125,23.598,光復自強外役監獄,大全村,300,"水災,震災,土石流",陳萬來,03-8703914#310,是,是,是,292097.9957521698,2610564.600694432,True,230.5917838715875,47.90846633911133,31.64325772415067,841.7621936312147,500-1000公尺之間,高風險,high,POINT (292097.9957521698 2610564.600694432),60,0.0,0,False,WARNING
2122,花蓮縣光復鄉,大富村,建國路一段 26之2號,121.4162,23.5992,花東山琉璃禪寺,大富村,50,"水災,震災,土石流",簡進發,03-8731340,是,否,是,292475.2200848478,2610698.585957413,True,251.58691847664969,38.62959289550781,31.69700778637932,466.8880560667544,小於500公尺,極高風險,high,POINT (292475.2200848478 2610698.585957413),61,0.0,0,False,WARNING
2130,花蓮縣豐濱鄉,豐濱村,光豐路26號,121.5218,23.6012,豐濱國中禮堂,豐濱村,0,"水災,震災,土石流",劉文彥,03-8791159,是,否,是,303251.5857393632,2610955.3925612294,True,36.28316486630286,57.25641632080078,34.90565568980659,135.14236021499332,小於500公尺,極高風險,high,POINT (303251.58573936316 2610955.3925612294),62,0.0,0,False,WARNING
2143,花蓮縣光復鄉,大富村,明德路29巷12號,121.3909,23.6073,大富國小,大富村.大豐村,80,"水災,震災,土石流",郭瑛忠,03-8701049,是,是,是,289890.75414091244,2611588.325410638,True,181.8063245500837,11.294124603271484,6.098676341940836,632.8991430913661,500-1000公尺之間,低風險,low,POINT (289890.75414091244 2611588.325410638),63,0.0,0,False,WARNING
2177,花蓮縣光復鄉,大興村,民權街17號,121.3982,23.6323,大興國小,大興村,300,"水災,震災,土石流",陳吉文,03-8702987,是,是,是,290628.0067362946,2614358.967687572,True,151.0000970000753,8.84195613861084,4.20747082217615,442.1242290585112,小於500公尺,高風險,high,POINT (290628.0067362946 2614358.967687572),64,0.0,0,False,WARNING
2180,花蓮縣光復鄉,大興村,民權街37號,121.3942,23.6338,大興活動中心,大興村,100,"水災,震災,土石流",劉建榮,03-8702216,是,否,是,290219.4275554622,2614523.951864444,True,162.0300458012795,33.84364700317383,12.84084961548992,286.92081695989,小於500公尺,極高風險,high,POINT (290219.4275554622 2614523.9518644437),65,0.0,0,False,WARNING
2182,花蓮縣豐濱鄉,新社村,9鄰東興18-1號,121.5308,23.6351,東興部落原住民多功能活動中心,新社村及磯崎村,0,海嘯,石蓮花,03-8711158,是,否,是,304156.15155311406,2614713.0231016856,True,55.47204308564128,89.95055389404297,42.40605790600291,2141.847634397423,1000公尺以上,高風險,high,POINT (304156.15155311406 2614713.0231016856),66,0.0,0,False,WARNING
2185,花蓮縣光復鄉,西富村,民有街51巷3-1號,121.4295,23.6362,馬佛活動中心,西富村,100,"水災,震災,土石流",高有民,03-8702206,是,否,是,293820.2604819259,2614800.1163571323,True,136.602392000426,8.204384803771973,4.385235797472356,693.0590392742856,500-1000公尺之間,低風險,low,POINT (293820.2604819259 2614800.1163571323),67,0.0,0,False,WARNING
2202,花蓮縣光復鄉,南富村,建國路二段39號,121.4512,23.6419,砂荖活動中心,南富村,100,"水災,震災,土石流",吳福鍵,03-8702206,是,否,是,296032.2666470357,2615438.1811606777,True,133.32439227391555,32.3177375793457,10.740751265493454,440.2095454218845,小於500公尺,極高風險,high,POINT (296032.2666470357 2615438.1811606777),68,0.0,0,False,WARNING
2219,花蓮縣豐濱鄉,新社村,150號,121.5354,23.6519,新社國小二樓綜合教室,新社村,200,"水災,震災,土石流",許傳方,03-8711138,是,否,是,304618.51433384465,2616575.2953707017,True,58.17358177807006,89.95055389404297,44.49830369925715,665.1079434501592,500-1000公尺之間,高風險,high,POINT (304618.51433384465 2616575.2953707017),69,0.0,0,False,WARNING
2220,花蓮縣光復鄉,大全村,中山路一段216巷8號,121.4184,23.6521,光復鄉立托兒所,大全村.大進村,100,"水災,震災,土石流",羅彩和,03-8705165,是,是,是,292682.5985145302,2616557.5870179706,True,123.08474994970828,10.495209693908691,1.6905556738184944,335.51252511313743,小於500公尺,高風險,high,POINT (292682.5985145302 2616557.5870179706),70,0.0,0,False,WARNING
2227,花蓮縣光復鄉,西富村,中正路二段72巷14號,121.4494,23.6584,西南活動中心,西富村,100,"水災,震災,土石流",劉貴滿,03-8702923,是,否,是,295842.8751664441,2617264.885721288,True,112.304421784862,14.215459823608398,2.052883102364917,364.4614874088604,小於500公尺,高風險,high,POINT (295842.8751664441 2617264.8857212877),71,0.0,0,False,WARNING
2232,花蓮縣光復鄉,北富村,中正路二段23號,121.4484,23.6601,太巴塱國小,北富村.西富村,100,"水災,震災,土石流",林萬男,03-8701134#10,是,是,是,295740.27340131765,2617452.830757225,True,110.8809099996992,14.215459823608398,2.008817436596864,172.02293716899146,小於500公尺,高風險,high,POINT (295740.27340131765 2617452.830757225),72,0.0,0,False,WARNING
